,n_products,n_brands,n_reviews,n_firststar,n_secondstar,n_thirdstar,n_fourstar,n_fivestar,price,avg_reviews,n_brand,avg_review,price_v
Galactoarabinan (Gum Derived From Larch Tree),2,"[Tata Harper, Tata Harper]",47.0,4.0,6.0,5.0,6.0,26.0,"[105.0, 105.0]","[4.0, 3.9143]",1.0,3.95715,105.0
Sclerotium Gum (Derived From Root Vegetables &amp; Corn),2,"[Tata Harper, Tata Harper]",47.0,4.0,6.0,5.0,6.0,26.0,"[105.0, 105.0]","[4.0, 3.9143]",1.0,3.95715,105.0
Soy Peroxidase (Derived From Soy),2,"[Tata Harper, Tata Harper]",47.0,4.0,6.0,5.0,6.0,26.0,"[105.0, 105.0]","[4.0, 3.9143]",1.0,3.95715,105.0
Superoxide Dismutase (Derived From Horseradish Root),3,"[Tata Harper, Tata Harper, Tata Harper]",86.0,6.0,14.0,10.0,11.0,45.0,"[105.0, 68.0, 105.0]","[4.0, 3.7949, 3.9143]",1.0,3.90306666667,92.6666666667
Essential Oil Blend From Clinical Grade Essential Oils; Benzyl Salicylate,2,"[Tata Harper, Tata Harper]",47.0,4.0,6.0,5.0,6.0,26.0,"[105.0, 105.0]","[4.0, 3.9143]",1.0,3.95715,105.0
PPG-13 Decyltetradeceth-24,1,[Shiseido],185.0,7.0,6.0,11.0,44.0,117.0,[24.5],[4.3946],1.0,4.3946,24.5
Sodium Hexametaphosphate,5,"[Shiseido, Shiseido, Shiseido, Shiseido, Shiseido]",865.0,30.0,29.0,37.0,171.0,598.0,"[24.5, 33.5, 58.0, 75.0, 55.0]","[4.3946, 4.4779, 4.414, 4.6117, 4.3444]",1.0,4.44852,49.2
Dimorpholinopyridazinone,1,[Shiseido],185.0,7.0,6.0,11.0,44.0,117.0,[24.5],[4.3946],1.0,4.3946,24.5
FD&amp;C Yellow No 5,1,[Shiseido],185.0,7.0,6.0,11.0,44.0,117.0,[24.5],[4.3946],1.0,4.3946,24.5
FD&amp;C Green No 3,1,[Shiseido],185.0,7.0,6.0,11.0,44.0,117.0,[24.5],[4.3946],1.0,4.3946,24.5
Bifida Ferment Lysate: Increases skin’s ability to regenerate,1,[Dr. Jart+],136.0,4.0,6.0,15.0,27.0,84.0,[48.0],[4.3309],1.0,4.3309,48.0
Equisetum Arvense Extract: Regenerates,1,[Dr. Jart+],77.0,4.0,2.0,5.0,18.0,48.0,[38.0],[4.3507],1.0,4.3507,38.0
Benzyl Benzoate From Natural Essential Oil (Rose - Rosa Centifolia &amp; Rosa Damascene),1,[Jurlique],2.0,0.0,0.0,0.0,0.0,2.0,[65.0],[5.0],1.0,5.0,65.0
Colloidal Oatmeal,12,"[First Aid Beauty, Dr. Dennis Gross Skincare, First Aid Beauty, IT Cosmetics, First Aid Beauty, IT Cosmetics, First Aid Beauty, IT Cosmetics, IT Cosmetics, First Aid Beauty, IT Cosmetics, First Aid Beauty]",1217.0,77.0,80.0,89.0,205.0,776.0,"[30.0, 30.0, 20.0, 38.0, 36.0, 48.0, 38.0, 38.0, 32.0, 24.0, 38.0, 12.0]","[3.9259, 4.0, 4.6667, 4.3714, 4.3182, 4.6538, 4.3297, 3.84, 4.2895, 4.2091, 3.5556, 5.0]",3.0,4.263325,32.0
Copaifera Officinalis (Balsam Copaiba) Resin,3,"[First Aid Beauty, Son &amp; Park, First Aid Beauty]",568.0,41.0,58.0,56.0,107.0,308.0,"[30.0, 30.0, 40.0]","[3.9259, 4.8909, 3.9333]",2.0,4.25003333333,33.3333333333
Homosalate,2,"[Peter Thomas Roth, Algenist]",171.0,8.0,8.0,14.0,17.0,124.0,"[42.0, 94.0]","[4.5192, 4.3613]",2.0,4.44025,68.0
Trilaureth-4,1,[Peter Thomas Roth],52.0,3.0,1.0,3.0,4.0,41.0,[42.0],[4.5192],1.0,4.5192,42.0
Ceteareth-12,2,"[Peter Thomas Roth, Fresh]",275.0,24.0,22.0,23.0,30.0,176.0,"[42.0, 92.0]","[4.5192, 4.0448]",2.0,4.282,67.0
Colloidal Gold,1,[Peter Thomas Roth],52.0,3.0,1.0,3.0,4.0,41.0,[42.0],[4.5192],1.0,4.5192,42.0
HDI/Trimethylol Hexyllactone Crosspolymer,1,[Peter Thomas Roth],52.0,3.0,1.0,3.0,4.0,41.0,[42.0],[4.5192],1.0,4.5192,42.0
Polyester-1,2,"[Peter Thomas Roth, Perricone MD]",102.0,7.0,9.0,7.0,8.0,71.0,"[42.0, 75.0]","[4.5192, 3.96]",2.0,4.2396,58.5
Gold (CI 77480),1,[Peter Thomas Roth],52.0,3.0,1.0,3.0,4.0,41.0,[42.0],[4.5192],1.0,4.5192,42.0
Carmine (CI 75470),2,"[Peter Thomas Roth, Peter Thomas Roth]",185.0,10.0,8.0,13.0,24.0,130.0,"[42.0, 68.0]","[4.5192, 4.3308]",1.0,4.425,55.0
Polyglyceryl-10 Mono/Dioleate,1,[Dr. Dennis Gross Skincare],4.0,0.0,0.0,0.0,1.0,3.0,[65.0],[4.75],1.0,4.75,65.0
Polyglyceryl-3 Oleate,1,[Dr. Dennis Gross Skincare],4.0,0.0,0.0,0.0,1.0,3.0,[65.0],[4.75],1.0,4.75,65.0
C14-22 Alkane,1,[Dr. Dennis Gross Skincare],4.0,0.0,0.0,0.0,1.0,3.0,[65.0],[4.75],1.0,4.75,65.0
Collagen Amino Acids,5,"[Dr. Dennis Gross Skincare, Dr. Dennis Gross Skincare, Dr. Dennis Gross Skincare, Dr. Dennis Gross Skincare, Dr. Dennis Gross Skincare]",134.0,10.0,13.0,8.0,20.0,83.0,"[65.0, 75.0, 30.0, 72.0, 88.0]","[4.75, 3.9, 4.0, 4.1625, 4.1176]",1.0,4.18602,66.0
Hydroxypinacolone Retinoate,2,"[Dr. Dennis Gross Skincare, Kate Somerville]",4.0,0.0,0.0,0.0,1.0,3.0,"[65.0, 89.0]","[4.75, 0.0]",2.0,2.375,77.0
Pichia/Resveratrol Ferment Extract,1,[Dr. Dennis Gross Skincare],4.0,0.0,0.0,0.0,1.0,3.0,[65.0],[4.75],1.0,4.75,65.0
Cocos Nucifera (Coconut) Fruit Juice,1,[Dr. Dennis Gross Skincare],4.0,0.0,0.0,0.0,1.0,3.0,[65.0],[4.75],1.0,4.75,65.0
Sodium Bicarbonate,3,"[Dr. Dennis Gross Skincare, philosophy, philosophy]",181.0,10.0,16.0,23.0,49.0,83.0,"[65.0, 36.0, 75.0]","[4.75, 3.9431, 4.037]",2.0,4.24336666667,58.6666666667
Phosphatidylglycerol,1,[Dr. Dennis Gross Skincare],4.0,0.0,0.0,0.0,1.0,3.0,[65.0],[4.75],1.0,4.75,65.0
Lentinus Edodes Extract,2,"[Kate Somerville, Kate Somerville]",98.0,12.0,12.0,9.0,22.0,43.0,"[48.0, 48.0]","[4.0278, 3.5645]",1.0,3.79615,48.0
Sodium Lignosulfonate,1,[Kate Somerville],36.0,4.0,3.0,0.0,10.0,19.0,[48.0],[4.0278],1.0,4.0278,48.0
Sodium Carboxyethylsilanetriol,1,[Kate Somerville],36.0,4.0,3.0,0.0,10.0,19.0,[48.0],[4.0278],1.0,4.0278,48.0
Phyllostachys Edulis Shoot Water,1,[Fresh],5.0,0.0,1.0,1.0,0.0,3.0,[90.0],[4.0],1.0,4.0,90.0
Peg-7 Glyceryl Cocoate,1,[Fresh],5.0,0.0,1.0,1.0,0.0,3.0,[90.0],[4.0],1.0,4.0,90.0
Osmanthus Fragrans Flower Extract Anthemis Nobilis Flower Oil,1,[Fresh],5.0,0.0,1.0,1.0,0.0,3.0,[90.0],[4.0],1.0,4.0,90.0
Adansonia Digitata Seed Oil,2,"[L’Occitane, Drunk Elephant]",207.0,8.0,8.0,15.0,31.0,147.0,"[24.0, 60.0]","[4.4248, 4.4468]",2.0,4.4358,42.0
Agarum Cribosum Extract,1,[SK-II],12.0,0.0,2.0,1.0,1.0,8.0,[140.0],[4.25],1.0,4.25,140.0
DNA,2,"[SK-II, Dr. Dennis Gross Skincare]",40.0,3.0,4.0,4.0,4.0,25.0,"[140.0, 125.0]","[4.25, 4.0357]",2.0,4.14285,132.5
Beta-Carotene (CI 40800),1,[SK-II],12.0,0.0,2.0,1.0,1.0,8.0,[140.0],[4.25],1.0,4.25,140.0
Hydronoctine Complex: A unique blend of eight ingredients that work together simultaneously to reduce the signs of fatigue,1,[Guerlain],10.0,0.0,0.0,0.0,3.0,7.0,[29.5],[4.7],1.0,4.7,29.5
Lauryl Laurate,4,"[REN, REN, REN, Josie Maran]",377.0,32.0,16.0,24.0,72.0,234.0,"[48.0, 65.0, 30.0, 42.0]","[4.2154, 4.1591, 4.204, 4.7222]",2.0,4.325175,46.25
Faex (Yeast) Extract,1,[REN],65.0,8.0,3.0,2.0,6.0,46.0,[48.0],[4.2154],1.0,4.2154,48.0
Ananas Sativus (Pineapple) Fruit Extract,2,"[REN, Drunk Elephant]",293.0,22.0,22.0,17.0,36.0,196.0,"[48.0, 52.0]","[4.2154, 4.2412]",2.0,4.2283,50.0
Passiflora Edulis Fruit Extract,1,[REN],65.0,8.0,3.0,2.0,6.0,46.0,[48.0],[4.2154],1.0,4.2154,48.0
Glycogen,3,"[REN, REN, Lancôme]",192.0,21.0,11.0,11.0,45.0,104.0,"[48.0, 38.0, 49.0]","[4.2154, 3.8485, 4.3214]",2.0,4.12843333333,45.0
Protease,1,[REN],65.0,8.0,3.0,2.0,6.0,46.0,[48.0],[4.2154],1.0,4.2154,48.0
Subtilisin,1,[REN],65.0,8.0,3.0,2.0,6.0,46.0,[48.0],[4.2154],1.0,4.2154,48.0
Citrus Aurantium Amara (Bitter Orange) Peel Extract,4,"[REN, First Aid Beauty, Sunday Riley, Sunday Riley]",1233.0,125.0,77.0,74.0,157.0,803.0,"[48.0, 20.0, 105.0, 80.0]","[4.2154, 4.6667, 4.1174, 4.2609]",3.0,4.3151,63.25
Sodium Bisulfite,1,[REN],65.0,8.0,3.0,2.0,6.0,46.0,[48.0],[4.2154],1.0,4.2154,48.0
Ferulic Acid,3,"[Dr. Dennis Gross Skincare, Dr. Dennis Gross Skincare, Dr. Dennis Gross Skincare]",124.0,10.0,11.0,8.0,19.0,76.0,"[75.0, 72.0, 88.0]","[3.9, 4.1625, 4.1176]",1.0,4.06003333333,78.3333333333
Ellagic Acid,3,"[Dr. Dennis Gross Skincare, Dr. Dennis Gross Skincare, Dr. Dennis Gross Skincare]",124.0,10.0,11.0,8.0,19.0,76.0,"[75.0, 72.0, 88.0]","[3.9, 4.1625, 4.1176]",1.0,4.06003333333,78.3333333333
Gallic Acid,3,"[Dr. Dennis Gross Skincare, Dr. Dennis Gross Skincare, Dr. Dennis Gross Skincare]",124.0,10.0,11.0,8.0,19.0,76.0,"[75.0, 72.0, 88.0]","[3.9, 4.1625, 4.1176]",1.0,4.06003333333,78.3333333333
Silk Amino Acids,2,"[Dr. Dennis Gross Skincare, Anthony]",49.0,1.0,2.0,4.0,19.0,23.0,"[75.0, 30.0]","[3.9, 4.3333]",2.0,4.11665,52.5
Zea Mays (Corn) Silk Extract,1,[Dr. Dennis Gross Skincare],10.0,1.0,1.0,2.0,0.0,6.0,[75.0],[3.9],1.0,3.9,75.0
Mesembryanthemum Crystallinum Extract (63%),1,[Blithe],4.0,0.0,0.0,0.0,0.0,4.0,[49.0],[5.0],1.0,5.0,49.0
Polyglutamic Acid,4,"[Blithe, Blithe, AmorePacific, AmorePacific]",230.0,10.0,18.0,16.0,38.0,148.0,"[49.0, 46.0, 195.0, 195.0]","[5.0, 5.0, 4.3368, 3.8125]",2.0,4.537325,121.25
Selaginella Tamariscina Extract,1,[Blithe],4.0,0.0,0.0,0.0,0.0,4.0,[49.0],[5.0],1.0,5.0,49.0
Cuscuta Australis Seed Extract,1,[Blithe],4.0,0.0,0.0,0.0,0.0,4.0,[49.0],[5.0],1.0,5.0,49.0
Houttuynia Cordata Extract,4,"[Blithe, Shiseido, Dr. Jart+, Tatcha]",190.0,23.0,17.0,17.0,24.0,111.0,"[49.0, 57.0, 52.0, 68.0]","[5.0, 3.9091, 4.1304, 3.876]",4.0,4.228875,56.5
Pueraria Lobata Root Extract,4,"[Blithe, IT Cosmetics, IT Cosmetics, IT Cosmetics]",187.0,19.0,10.0,10.0,26.0,127.0,"[49.0, 38.0, 38.0, 38.0]","[5.0, 4.3714, 3.84, 3.5556]",2.0,4.19175,40.75
Pinus Palustris Leaf Extract,1,[Blithe],4.0,0.0,0.0,0.0,0.0,4.0,[49.0],[5.0],1.0,5.0,49.0
Amber Powder,2,"[Blithe, Farmacy]",163.0,7.0,12.0,8.0,20.0,116.0,"[49.0, 48.0]","[5.0, 4.3711]",2.0,4.68555,48.5
Moringa Pterygosperma Seed Oil,2,"[Blithe, Sunday Riley]",326.0,32.0,13.0,16.0,39.0,227.0,"[49.0, 80.0]","[5.0, 4.2609]",2.0,4.63045,64.5
Candida Bombicola/Glucose/Methyl Rapeseedate Ferment,3,"[Blithe, Blithe, Blithe]",33.0,0.0,1.0,2.0,1.0,29.0,"[49.0, 49.0, 42.0]","[5.0, 4.6316, 4.9]",1.0,4.84386666667,46.6666666667
Juniperus Mexicana Oil,1,[Blithe],4.0,0.0,0.0,0.0,0.0,4.0,[49.0],[5.0],1.0,5.0,49.0
Lens Esculenta (Lentil) Seed Extract,3,"[Algenist, Eve Lom, tarte]",473.0,28.0,36.0,55.0,91.0,263.0,"[65.0, 75.0, 25.0]","[4.2235, 5.0, 4.0375]",3.0,4.42033333333,55.0
Beta Vulgaris (Beet) Root Extract,3,"[Algenist, boscia, Kate Somerville]",328.0,22.0,22.0,26.0,72.0,186.0,"[65.0, 36.0, 48.0]","[4.2235, 4.15, 3.7241]",3.0,4.03253333333,49.6666666667
Hydrolyzed Corn Starch,2,"[Algenist, Tata Harper]",218.0,13.0,18.0,22.0,36.0,129.0,"[65.0, 68.0]","[4.2235, 3.7949]",2.0,4.0092,66.5
3-Méthyl-4-(2,1,[Algenist],179.0,11.0,10.0,17.0,31.0,110.0,[65.0],[4.2235],1.0,4.2235,65.0
6,1,[Algenist],179.0,11.0,10.0,17.0,31.0,110.0,[65.0],[4.2235],1.0,4.2235,65.0
6-triméthyl-2-cyclohexène-1-yl)-3-butène-2-one,1,[Algenist],179.0,11.0,10.0,17.0,31.0,110.0,[65.0],[4.2235],1.0,4.2235,65.0
New Generation Pure Royal Concentrate (exclusive blend of Ouessant Honey,1,[Guerlain],30.0,4.0,3.0,2.0,7.0,14.0,[98.0],[3.8],1.0,3.8,98.0
Royal Jelly,1,[Guerlain],30.0,4.0,3.0,2.0,7.0,14.0,[98.0],[3.8],1.0,3.8,98.0
and a new combination of honeys,1,[Guerlain],30.0,4.0,3.0,2.0,7.0,14.0,[98.0],[3.8],1.0,3.8,98.0
including honey from Corsica),1,[Guerlain],30.0,4.0,3.0,2.0,7.0,14.0,[98.0],[3.8],1.0,3.8,98.0
Pelargonium Gravolens Flower Water,1,[Josie Maran],141.0,13.0,15.0,17.0,27.0,69.0,[38.0],[3.8794],1.0,3.8794,38.0
Vaccinium Myrtillus Fruit/Leaf Extract,2,"[Josie Maran, Dr. Dennis Gross Skincare]",222.0,20.0,25.0,20.0,41.0,116.0,"[38.0, 58.0]","[3.8794, 4.037]",2.0,3.9582,48.0
Papain,1,[Josie Maran],141.0,13.0,15.0,17.0,27.0,69.0,[38.0],[3.8794],1.0,3.8794,38.0
Saccharomyces/Copper Ferment,1,[Josie Maran],141.0,13.0,15.0,17.0,27.0,69.0,[38.0],[3.8794],1.0,3.8794,38.0
Saccharomyces/Iron Ferment,1,[Josie Maran],141.0,13.0,15.0,17.0,27.0,69.0,[38.0],[3.8794],1.0,3.8794,38.0
Saccharomyces/Magnesium Ferment,1,[Josie Maran],141.0,13.0,15.0,17.0,27.0,69.0,[38.0],[3.8794],1.0,3.8794,38.0
Saccharomyces/Silicon Ferment,1,[Josie Maran],141.0,13.0,15.0,17.0,27.0,69.0,[38.0],[3.8794],1.0,3.8794,38.0
Saccharomyces/Zinc Ferment,1,[Josie Maran],141.0,13.0,15.0,17.0,27.0,69.0,[38.0],[3.8794],1.0,3.8794,38.0
Argania Spinosa Leaf Extract Natural,1,[Josie Maran],141.0,13.0,15.0,17.0,27.0,69.0,[38.0],[3.8794],1.0,3.8794,38.0
From natural essential oil,1,[Jurlique],69.0,1.0,7.0,4.0,7.0,50.0,[46.0],[4.4203],1.0,4.4203,46.0
Inonotus Obliquus (Mushroom) Extract 60%,1,[Blithe],19.0,0.0,1.0,2.0,0.0,16.0,[49.0],[4.6316],1.0,4.6316,49.0
Polyurethane-39,1,[Blithe],19.0,0.0,1.0,2.0,0.0,16.0,[49.0],[4.6316],1.0,4.6316,49.0
Cedrus Atlantica Bark Oil,2,"[Blithe, Son &amp; Park]",74.0,0.0,2.0,3.0,4.0,67.0,"[49.0, 30.0]","[4.6316, 4.8909]",2.0,4.76125,39.5
Sparassis Crispa Extract,1,[Blithe],19.0,0.0,1.0,2.0,0.0,16.0,[49.0],[4.6316],1.0,4.6316,49.0
Hydrogenated Vegetable Oil,10,"[Blithe, Origins, BURBERRY, Erborian, Origins, Algenist, Origins, SEPHORA COLLECTION, Caudalie, Caudalie]",844.0,98.0,65.0,64.0,159.0,458.0,"[49.0, 59.0, 44.0, 55.0, 60.0, 94.0, 59.0, 0.0, 59.0, 76.0]","[4.6316, 3.0, 4.2857, 5.0, 4.5556, 4.4619, 4.5, 3.3978, 4.3258, 4.1136]",7.0,4.2272,55.5
Methyldihydrojasmonate,3,"[Blithe, Lancôme, Lancôme]",80.0,1.0,5.0,7.0,8.0,59.0,"[49.0, 86.0, 88.0]","[4.6316, 5.0, 4.3061]",2.0,4.6459,74.3333333333
Phytosteryl Oleate,1,[SK-II],71.0,0.0,3.0,3.0,21.0,44.0,[150.0],[4.493],1.0,4.493,150.0
Linalool Pitera,1,[SK-II],71.0,0.0,3.0,3.0,21.0,44.0,[150.0],[4.493],1.0,4.493,150.0
Lavandula Stoechas Extract,2,"[boscia, BURBERRY]",141.0,10.0,6.0,9.0,41.0,75.0,"[36.0, 44.0]","[4.15, 4.2857]",2.0,4.21785,40.0
Thioctic Acid (Alpha-Lipoic Acid),2,"[Perricone MD, Perricone MD]",297.0,41.0,22.0,20.0,38.0,176.0,"[115.0, 135.0]","[4.3678, 3.7952]",1.0,4.0815,125.0
Pantethine,5,"[Perricone MD, Origins, Origins, Origins, Perricone MD]",2039.0,111.0,120.0,118.0,358.0,1333.0,"[115.0, 43.0, 27.5, 43.0, 115.0]","[4.3678, 4.3472, 4.2441, 4.3784, 4.4757]",2.0,4.36264,68.7
Zinc Sulfate,2,"[Perricone MD, Perricone MD]",190.0,10.0,9.0,9.0,24.0,138.0,"[115.0, 115.0]","[4.3678, 4.4757]",1.0,4.42175,115.0
PEG-75,1,[boscia],397.0,43.0,34.0,35.0,80.0,205.0,[28.0],[3.932],1.0,3.932,28.0
C11-15Pareth-12,1,[boscia],397.0,43.0,34.0,35.0,80.0,205.0,[28.0],[3.932],1.0,3.932,28.0
Camellia Japonica Seed Oil,10,"[boscia, boscia, boscia, Primary Raw, AmorePacific, Tatcha, Tatcha, boscia, Tatcha, Tatcha]",2804.0,160.0,171.0,212.0,440.0,1825.0,"[28.0, 34.0, 38.0, 38.0, 60.0, 48.0, 48.0, 46.0, 110.0, 95.0]","[3.932, 4.2056, 4.2188, 4.4444, 4.2202, 4.1695, 4.439, 4.5188, 4.5102, 4.8095]",4.0,4.3468,54.5
Moringa PterygospermaSeed Oil,1,[boscia],397.0,43.0,34.0,35.0,80.0,205.0,[28.0],[3.932],1.0,3.932,28.0
Eclipta Prostrata Extract,2,"[boscia, Laura Mercier]",448.0,47.0,34.0,38.0,86.0,243.0,"[28.0, 62.0]","[3.932, 4.451]",2.0,4.1915,45.0
Pelargonium GraveolensFlower Oil,1,[boscia],397.0,43.0,34.0,35.0,80.0,205.0,[28.0],[3.932],1.0,3.932,28.0
Eugenia Caryophyllus (Clove)Leaf Oil,1,[boscia],397.0,43.0,34.0,35.0,80.0,205.0,[28.0],[3.932],1.0,3.932,28.0
Sodium Tetrahydrojasmonate,1,[Lancôme],12.0,0.0,0.0,0.0,0.0,12.0,[86.0],[5.0],1.0,5.0,86.0
Secale Cereale Extract/Rye Seed Extract,1,[Lancôme],12.0,0.0,0.0,0.0,0.0,12.0,[86.0],[5.0],1.0,5.0,86.0
Poloxamer 338,2,"[Lancôme, Lancôme]",29.0,0.0,2.0,1.0,4.0,22.0,"[86.0, 119.0]","[5.0, 4.2941]",1.0,4.64705,102.5
Ammonium Polyacryldimethyltauramide/Ammonium Polyacryloyldimethyl Taurate,2,"[Lancôme, Lancôme]",61.0,1.0,4.0,5.0,8.0,43.0,"[86.0, 88.0]","[5.0, 4.3061]",1.0,4.65305,87.0
Acrylonitrile/Methyl Methacrylate/Vinylidene Chloride Copolymer,1,[Lancôme],12.0,0.0,0.0,0.0,0.0,12.0,[86.0],[5.0],1.0,5.0,86.0
Iron oxide,1,[MDSolarSciences],46.0,3.0,2.0,5.0,10.0,26.0,[39.0],[4.1739],1.0,4.1739,39.0
Punica Granatum (Pomegranate) Extract,3,"[MDSolarSciences, DERMAdoctor, GLAMGLOW]",213.0,15.0,13.0,19.0,42.0,129.0,"[39.0, 57.0, 59.0]","[4.1739, 4.2283, 4.12]",3.0,4.17406666667,51.6666666667
Hydrolyzed Potato Protein,1,[Caudalie],107.0,7.0,8.0,10.0,22.0,60.0,[39.0],[4.1215],1.0,4.1215,39.0
Cetearyl Wheat Straw Glycosides,2,"[Caudalie, NUDE Skincare]",155.0,16.0,13.0,13.0,24.0,89.0,"[39.0, 0.0]","[4.1215, 3.7708]",2.0,3.94615,19.5
Castanea Sativa (Chestnut) Bark / Leaf Extract,1,[Caudalie],107.0,7.0,8.0,10.0,22.0,60.0,[39.0],[4.1215],1.0,4.1215,39.0
Sodium Carboxymethyl Betaglucan,3,"[Caudalie, Caudalie, Caudalie]",745.0,36.0,43.0,69.0,165.0,433.0,"[39.0, 39.0, 39.0]","[4.1215, 4.0847, 4.2827]",1.0,4.16296666667,39.0
CoumarinPlant Origin,1,[Caudalie],107.0,7.0,8.0,10.0,22.0,60.0,[39.0],[4.1215],1.0,4.1215,39.0
Cyclotetrasiloxane,2,"[Algenist, Dr. Dennis Gross Skincare]",175.0,17.0,14.0,16.0,29.0,99.0,"[75.0, 72.0]","[3.9053, 4.1625]",2.0,4.0339,73.5
Chlamydomonas Extract,1,[Algenist],95.0,11.0,7.0,12.0,15.0,50.0,[75.0],[3.9053],1.0,3.9053,75.0
Sodium C14-16 Olefin Sulfonate,1,[Algenist],95.0,11.0,7.0,12.0,15.0,50.0,[75.0],[3.9053],1.0,3.9053,75.0
CI 77492),1,[Algenist],95.0,11.0,7.0,12.0,15.0,50.0,[75.0],[3.9053],1.0,3.9053,75.0
Pogostemon Cablin Oil,4,"[Dr. Jart+, First Aid Beauty, IT Cosmetics, Dr. Jart+]",141.0,5.0,5.0,12.0,23.0,100.0,"[35.0, 20.0, 48.0, 49.0]","[4.2542, 4.6667, 4.6538, 4.4906]",3.0,4.516325,38.0
Bertholletia Excelsa Seed Oil,2,"[Dr. Jart+, St. Tropez Tanning Essentials]",129.0,13.0,8.0,14.0,20.0,75.0,"[35.0, 35.0]","[4.2542, 3.8571]",2.0,4.05565,35.0
Althaea Officinalis Extract,1,[boscia],214.0,16.0,17.0,13.0,29.0,139.0,[34.0],[4.2056],1.0,4.2056,34.0
Eugenia Caryophyllus (Clove) Leaf Oil,3,"[boscia, boscia, boscia]",857.0,37.0,45.0,52.0,103.0,622.0,"[34.0, 38.0, 46.0]","[4.2056, 4.2188, 4.5188]",1.0,4.3144,39.3333333333
Hydrogenated Coco-Glycerides,5,"[Clarins, Origins, Fresh, SK-II, Fresh]",412.0,31.0,34.0,27.0,73.0,247.0,"[134.0, 59.0, 90.0, 385.0, 67.0]","[4.5, 3.0, 4.169, 3.6667, 4.1092]",4.0,3.88898,147.0
O-Cymen-5-Ol,2,"[Clarins, philosophy]",151.0,14.0,11.0,17.0,38.0,71.0,"[134.0, 39.0]","[4.5, 3.9262]",2.0,4.2131,86.5
Harungana Madagascariensis Extract,1,[Clarins],2.0,0.0,0.0,0.0,1.0,1.0,[134.0],[4.5],1.0,4.5,134.0
Cistus Monspeliensis Extract,1,[Clarins],2.0,0.0,0.0,0.0,1.0,1.0,[134.0],[4.5],1.0,4.5,134.0
Acetyl Tetrapeptide-2,2,"[Clarins, Clarins]",19.0,2.0,1.0,0.0,4.0,12.0,"[134.0, 92.0]","[4.5, 4.1765]",1.0,4.33825,113.0
Dextran,5,"[Clarins, Clarins, Algenist, tarte, Dr. Brandt Skincare]",365.0,26.0,19.0,24.0,61.0,235.0,"[134.0, 92.0, 96.0, 44.0, 132.0]","[4.5, 4.1765, 4.3546, 3.925, 4.0909]",4.0,4.2094,99.6
Dior Eye Revival TM Technology,1,[Dior],120.0,12.0,7.0,6.0,22.0,73.0,[45.0],[4.1417],1.0,4.1417,45.0
Ascorbic Acid (Vitamin C),2,"[Youth To The People, Peter Thomas Roth]",156.0,2.0,4.0,11.0,21.0,118.0,"[48.0, 85.0]","[4.6923, 4.5874]",2.0,4.63985,66.5
Panthenol (Vitamin B5),1,[Youth To The People],13.0,0.0,0.0,2.0,0.0,11.0,[48.0],[4.6923],1.0,4.6923,48.0
Brassica Oleracea (Kale) Leaf Extract,1,[Youth To The People],13.0,0.0,0.0,2.0,0.0,11.0,[48.0],[4.6923],1.0,4.6923,48.0
Spinacea Oleracea,1,[Youth To The People],13.0,0.0,0.0,2.0,0.0,11.0,[48.0],[4.6923],1.0,4.6923,48.0
(Spinach) Leaf Extract,1,[Youth To The People],13.0,0.0,0.0,2.0,0.0,11.0,[48.0],[4.6923],1.0,4.6923,48.0
Aloe Barbadensis (Aloe Vera) Leaf Extract,1,[Youth To The People],13.0,0.0,0.0,2.0,0.0,11.0,[48.0],[4.6923],1.0,4.6923,48.0
Brassica Oleracea (Kale) Leaf Oil,1,[Youth To The People],13.0,0.0,0.0,2.0,0.0,11.0,[48.0],[4.6923],1.0,4.6923,48.0
Hydrogenated Phosphatidylcholine,3,"[First Aid Beauty, Perricone MD, Perricone MD]",482.0,34.0,44.0,42.0,75.0,287.0,"[38.0, 75.0, 75.0]","[4.032, 4.1726, 3.96]",2.0,4.05486666667,62.6666666667
Behenic Acid ,1,[Caudalie],118.0,9.0,4.0,15.0,30.0,60.0,[39.0],[4.0847],1.0,4.0847,39.0
Cetyl Behenate,1,[Caudalie],118.0,9.0,4.0,15.0,30.0,60.0,[39.0],[4.0847],1.0,4.0847,39.0
Orthosiphon Stamineus Leaf Extract,1,[Caudalie],118.0,9.0,4.0,15.0,30.0,60.0,[39.0],[4.0847],1.0,4.0847,39.0
Oleanolic AcidPlant Origin,1,[Caudalie],118.0,9.0,4.0,15.0,30.0,60.0,[39.0],[4.0847],1.0,4.0847,39.0
Panax Ginseng Root Extract(11%),1,[Blithe],10.0,0.0,0.0,0.0,1.0,9.0,[42.0],[4.9],1.0,4.9,42.0
Platycodon Grandiflorum Root Extract(875%),1,[Blithe],10.0,0.0,0.0,0.0,1.0,9.0,[42.0],[4.9],1.0,4.9,42.0
Codonopsis Lanceolata Root Extract(875%),1,[Blithe],10.0,0.0,0.0,0.0,1.0,9.0,[42.0],[4.9],1.0,4.9,42.0
Nelumbo Nucifera (Indian Lotus) Root Extract(875%),1,[Blithe],10.0,0.0,0.0,0.0,1.0,9.0,[42.0],[4.9],1.0,4.9,42.0
Arctium Lappa (Burdock) Root Extract (875%),1,[Blithe],10.0,0.0,0.0,0.0,1.0,9.0,[42.0],[4.9],1.0,4.9,42.0
